Date,Load,Coal,Gas,Hydro,Wind,Solar
3/6/19 3:00,3046,1809,677,45,515,0
3/6/19 4:00,2958,1806,828,90,234,0
3/6/19 5:00,3088,1814,960,86,228,0
3/6/19 6:00,3294,1826,1194,84,190,0
3/6/19 7:00,3502,1822,1427,85,160,8
3/6/19 8:00,3647,1812,1543,85,61,146
3/6/19 9:00,3616,1808,1386,82,76,264
3/6/19 10:00,3569,1808,1327,73,122,239
3/6/19 11:00,3627,1809,1214,6,329,269
3/6/19 12:00,3580,1789,1171,7,321,292
3/6/19 13:00,3581,1778,1195,8,309,291
3/6/19 14:00,3535,1782,1174,7,333,239
3/6/19 15:00,3565,1779,1219,7,364,196
3/6/19 16:00,3642,1780,1285,0,479,98
3/6/19 17:00,3615,1780,1456,0,325,54
3/6/19 18:00,3699,1784,1661,9,235,10
3/6/19 19:00,3830,1789,1700,7,334,0
3/6/19 20:00,3796,1790,1483,9,514,0
3/6/19 21:00,3768,1790,1395,9,574,0
3/6/19 22:00,3469,1789,1430,56,194,0
3/6/19 23:00,3299,1784,1252,9,254,0
3/7/19 0:00,3170,1791,978,0,401,0
3/7/19 1:00,3197,1790,976,0,431,0
3/7/19 2:00,3015,1751,969,0,295,0
3/7/19 3:00,2896,1726,939,0,231,0
3/7/19 4:00,2926,1726,945,0,255,0
3/7/19 5:00,2929,1728,1037,0,164,0
3/7/19 6:00,3094,1729,1167,68,130,0
3/7/19 7:00,3282,1731,1314,85,148,4
3/7/19 8:00,3490,1750,1395,86,215,44
3/7/19 9:00,3657,1805,1216,85,421,130
3/7/19 10:00,3663,1806,1217,21,423,196
3/7/19 11:00,3585,1805,1126,8,411,235
3/7/19 12:00,3572,1803,1118,9,379,263
3/7/19 13:00,3455,1775,1071,8,299,302
3/7/19 14:00,3407,1734,1045,10,319,299
3/7/19 15:00,3336,1731,1062,8,250,285
3/7/19 16:00,3318,1708,1108,11,236,255
3/7/19 17:00,3364,1679,1159,20,305,201
3/7/19 18:00,3422,1707,1273,85,323,34
3/7/19 19:00,3680,1731,1486,86,377,0
3/7/19 20:00,3782,1805,1391,83,503,0
3/7/19 21:00,3812,1815,1030,73,894,0
3/7/19 22:00,3603,1818,913,9,863,0
3/7/19 23:00,3331,1742,810,0,779,0
3/8/19 0:00,3118,1708,683,0,727,0
3/8/19 1:00,3054,1645,702,0,707,0
3/8/19 2:00,2787,1601,913,0,273,0
3/8/19 3:00,2647,1554,997,0,96,0
3/8/19 4:00,2767,1567,991,0,209,0
3/8/19 5:00,2877,1537,957,0,383,0
3/8/19 6:00,3107,1539,966,10,592,0
3/8/19 7:00,3376,1544,1067,58,702,5
3/8/19 8:00,3665,1542,1060,86,846,131
3/8/19 9:00,3605,1539,873,84,850,259
3/8/19 10:00,3747,1535,788,87,998,339
3/8/19 11:00,3771,1509,623,86,1213,340
3/8/19 12:00,3719,1321,398,87,1574,339
3/8/19 13:00,3687,1148,358,0,1872,309
3/8/19 14:00,3727,1110,390,0,1936,291
3/8/19 15:00,3756,1128,396,0,1923,309
3/8/19 16:00,3745,1187,356,0,1964,238
3/8/19 17:00,3743,1187,328,0,2095,133
3/8/19 18:00,3710,1191,324,9,2167,19
3/8/19 19:00,4005,1196,530,143,2136,0
3/8/19 20:00,3718,1250,650,157,1661,0
3/8/19 21:00,3596,1480,653,106,1357,0
3/8/19 22:00,3410,1528,557,91,1234,0
3/8/19 23:00,3465,1455,284,55,1671,0
3/9/19 0:00,3302,1413,267,10,1612,0
3/9/19 1:00,3134,1597,541,9,987,0
3/9/19 2:00,3220,1553,308,0,1359,0
3/9/19 3:00,3243,1433,253,0,1557,0
3/9/19 4:00,3309,1541,255,0,1513,0
3/9/19 5:00,3231,1635,252,0,1344,0
3/9/19 6:00,3494,1649,257,0,1588,0
3/9/19 7:00,3595,1664,254,0,1667,10
3/9/19 8:00,3768,1705,253,0,1673,137
3/9/19 9:00,3808,1688,268,0,1486,366
3/9/19 10:00,3749,1698,273,0,1404,374
3/9/19 11:00,3719,1718,287,0,1365,349
3/9/19 12:00,3663,1721,258,0,1397,287
3/9/19 13:00,3571,1745,255,0,1293,278
3/9/19 14:00,3506,1712,257,0,1256,281
3/9/19 15:00,3411,1711,254,0,1135,311
3/9/19 16:00,3339,1708,259,9,1077,286
3/9/19 17:00,3207,1667,272,7,1082,179
3/9/19 18:00,3309,1631,319,8,1300,51
3/9/19 19:00,3468,1658,498,7,1305,0
3/9/19 20:00,3501,1790,581,7,1123,0
3/9/19 21:00,3235,1811,711,25,688,0
3/9/19 22:00,3186,1813,843,90,440,0
3/9/19 23:00,3085,1798,907,84,296,0
3/10/19 0:00,3018.5,1771,825,85,337.5,0
3/10/19 1:00,2952,1744,743,86,379,0
3/10/19 2:00,3013.5,1736,744,85,448.5,0
3/10/19 3:00,3075,1728,745,84,518,0
3/10/19 4:00,3133,1721,709,67,636,0
3/10/19 5:00,3189,1713,672,49,754,1
3/10/19 6:00,3251,1692,528,7,1024,0
3/10/19 7:00,3371,1637,498,7,1229,0
3/10/19 8:00,3575,1656,550,8,1361,0
3/10/19 9:00,3685,1705,484,9,1479,8
3/10/19 10:00,3764,1647,484,8,1499,126
3/10/19 11:00,3599,1444,396,0,1518,241
3/10/19 12:00,3389,1171,379,0,1524,315
3/10/19 13:00,3227,1165,373,0,1437,252
3/10/19 14:00,3256,1155,376,0,1494,231
3/10/19 15:00,3244,1158,376,0,1505,205
3/10/19 16:00,3286,1158,374,0,1552,202
3/10/19 17:00,3301,1149,377,0,1572,203
3/10/19 18:00,3455,1147,376,8,1695,229
3/10/19 19:00,3543,1138,384,9,1773,239
3/10/19 20:00,3690,1263,429,8,1945,45
3/10/19 21:00,3975,1462,455,8,2049,1
3/10/19 22:00,3971,1520,435,6,2009,1
3/10/19 23:00,3823,1532,458,8,1825,0
3/11/19 0:00,3573,1576,468,9,1520,0
3/11/19 1:00,3171,1619,554,8,990,0
3/11/19 2:00,3152,1664,862,7,619,0
3/11/19 3:00,3198,1680,1087,8,423,0
3/11/19 4:00,3181,1712,1221,8,240,0
3/11/19 5:00,3284,1712,1266,8,298,0
3/11/19 6:00,3558,1714,1384,31,429,0
3/11/19 7:00,4042,1740,1657,84,561,0
3/11/19 8:00,4378,1773,1876,85,635,9
3/11/19 9:00,4394,1811,2072,85,370,56
3/11/19 10:00,4445,1816,2119,84,264,162
3/11/19 11:00,4300,1799,2104,85,165,147
3/11/19 12:00,4161,1744,2069,85,44,219
3/11/19 13:00,3929,1727,1835,85,29,253
3/11/19 14:00,3808,1722,1627,85,83,291
3/11/19 15:00,3841,1724,1229,48,502,338
3/11/19 16:00,3999,1725,944,8,1015,307
3/11/19 17:00,4143,1725,810,0,1369,239
3/11/19 18:00,4236,1641,716,0,1747,132
3/11/19 19:00,4367,1720,889,0,1733,25
3/11/19 20:00,4542,1803,1061,0,1678,0
3/11/19 21:00,4451,1798,1192,0,1461,0
3/11/19 22:00,4243,1795,1123,0,1325,0
3/11/19 23:00,4069,1793,963,0,1313,0
3/12/19 0:00,3817,1728,951,0,1138,0
3/12/19 1:00,3501,1654,858,0,989,0
3/12/19 2:00,3523,1626,689,0,1208,0
3/12/19 3:00,3282,1612,694,7,969,0
3/12/19 4:00,3305,1619,845,8,833,0
3/12/19 5:00,3401,1626,857,9,909,0
3/12/19 6:00,3566,1740,1002,8,816,0
3/12/19 7:00,3843,1744,1041,68,990,0
3/12/19 8:00,4182,1787,1049,86,1256,4
3/12/19 9:00,4215,1813,814,86,1426,76
3/12/19 10:00,4250,1812,843,86,1297,212
3/12/19 11:00,4293,1781,738,86,1433,255
3/12/19 12:00,4180,1721,609,14,1533,303
3/12/19 13:00,4115,1614,600,10,1602,289
3/12/19 14:00,4048,1575,541,9,1638,285
3/12/19 15:00,3998,1576,579,9,1582,252
3/12/19 16:00,3850,1654,711,38,1290,157
3/12/19 17:00,3719,1694,873,83,969,100
3/12/19 18:00,3629,1700,1079,83,716,51
3/12/19 19:00,3888,1716,983,82,1098,9
3/12/19 20:00,4113,1755,1087,138,1132,1
3/12/19 21:00,4107,1763,1211,91,1042,0
3/12/19 22:00,4012,1667,659,19,1667,0
3/12/19 23:00,3860,1517,383,0,1960,0
3/13/19 0:00,3540,1362,348,0,1830,0
3/13/19 1:00,3220,1301,339,0,1580,0
3/13/19 2:00,3260,1291,344,0,1625,0
3/13/19 3:00,3041,1290,352,0,1399,0
3/13/19 4:00,3165,1310,349,0,1505,1
3/13/19 5:00,3394,1417,387,0,1590,0
3/13/19 6:00,3510,1533,440,0,1536,1
3/13/19 7:00,3714,1546,608,0,1560,0
3/13/19 8:00,3954,1565,635,0,1754,0
3/13/19 9:00,4129,1586,815,0,1724,4
3/13/19 10:00,4450,1630,1094,0,1701,25
3/13/19 11:00,4509,1636,1300,8,1509,56
3/13/19 12:00,4121,1633,1321,8,1082,77
3/13/19 13:00,4072,1587,1231,10,1164,80
3/13/19 14:00,3714,1615,1248,26,743,82
3/13/19 15:00,3839,1727,1697,90,249,76
3/13/19 16:00,3660,1647,1747,90,107,69
3/13/19 17:00,3746,1672,1938,9,57,70
3/13/19 18:00,3836,1665,2052,10,69,40
3/13/19 19:00,3944,1662,2183,16,69,14
3/13/19 20:00,4151,1766,2185,102,98,0
3/13/19 21:00,4078,1774,2076,118,110,0
3/13/19 22:00,3894,1774,1944,84,92,0
3/13/19 23:00,3702,1773,1770,85,74,0
3/14/19 0:00,3349,1699,1413,33,204,0
3/14/19 1:00,3259,1607,1267,0,385,0
3/14/19 2:00,3227,1583,1160,0,484,0
3/14/19 3:00,3324,1599,1275,0,450,0
3/14/19 4:00,3368,1595,1257,0,516,0
3/14/19 5:00,3421,1610,1317,0,494,0
3/14/19 6:00,3656,1640,1421,0,595,0
3/14/19 7:00,4044,1700,1728,0,616,0
3/14/19 8:00,4243,1757,1925,0,549,12
3/14/19 9:00,4324,1787,1792,7,653,85
3/14/19 10:00,4217,1795,1598,9,616,199
3/14/19 11:00,4279,1788,1367,8,865,251
3/14/19 12:00,4041,1755,1056,10,941,279
3/14/19 13:00,3958,1742,910,9,998,299
3/14/19 14:00,3837,1721,696,10,1118,292
3/14/19 15:00,3783,1550,632,8,1303,290
3/14/19 16:00,3700,1407,601,8,1415,269
3/14/19 17:00,3737,1436,656,9,1442,194
3/14/19 18:00,3862,1503,775,8,1473,103
3/14/19 19:00,3888,1606,978,49,1235,20
3/14/19 20:00,4019,1800,1164,87,968,0
3/14/19 21:00,4079,1802,1161,87,1029,0
3/14/19 22:00,3970,1800,1128,85,957,0
3/14/19 23:00,3745,1788,1083,83,791,0
3/15/19 0:00,3496,1731,1085,9,671,0
3/15/19 1:00,3248,1645,1093,9,501,0
3/15/19 2:00,3208,1642,1105,0,461,0
3/15/19 3:00,3200,1648,1155,0,397,0
3/15/19 4:00,3199,1644,1204,0,351,0
3/15/19 5:00,3347,1710,1264,0,373,0
3/15/19 6:00,3639,1767,1351,0,521,0
3/15/19 7:00,3953,1870,1356,0,727,0
3/15/19 8:00,4299,1943,1264,71,997,24
3/15/19 9:00,4406,2058,1152,83,894,219
3/15/19 10:00,4334,2165,1090,80,676,323
3/15/19 11:00,4116,2205,1014,7,558,332
3/15/19 12:00,3982,2267,964,7,411,333
3/15/19 13:00,3871,2341,922,7,271,330
3/15/19 14:00,3824,2405,842,7,236,334
3/15/19 15:00,3738,2378,788,6,224,342
3/15/19 16:00,3629,2331,807,7,148,336
3/15/19 17:00,3628,2357,820,5,115,331
3/15/19 18:00,3671,2467,846,10,105,243
3/15/19 19:00,3604,2500,843,82,127,52
3/15/19 20:00,3689,2493,903,99,194,0
3/15/19 21:00,3775,2493,863,94,324,1
3/15/19 22:00,3709,2424,752,73,460,0
3/15/19 23:00,3554,2341,569,7,637,0
3/16/19 0:00,3347,2144,594,6,603,0
3/16/19 1:00,3399,2056,844,7,492,0
3/16/19 2:00,3181,1956,777,0,448,0
3/16/19 3:00,3191,1986,903,0,302,0
3/16/19 4:00,3202,1992,990,0,220,0
3/16/19 5:00,3239,2001,929,0,309,0
3/16/19 6:00,3335,1986,795,0,554,0
3/16/19 7:00,3432,1994,797,0,640,1
3/16/19 8:00,3492,2003,877,0,582,30
3/16/19 9:00,3518,2001,870,0,416,231
3/16/19 10:00,3512,2002,845,0,316,349
3/16/19 11:00,3452,2005,833,9,242,363
3/16/19 12:00,3307,2001,742,7,186,371
3/16/19 13:00,3230,1970,765,8,115,372
3/16/19 14:00,3100,1920,724,8,76,372
3/16/19 15:00,3035,1898,694,9,61,373
3/16/19 16:00,3099,1908,722,9,82,378
3/16/19 17:00,3151,1947,749,8,71,376
3/16/19 18:00,3169,1896,936,35,18,284
3/16/19 19:00,3206,1867,1181,83,12,63
3/16/19 20:00,3297,1863,1316,84,34,0
3/16/19 21:00,3328,1868,1288,85,87,0
3/16/19 22:00,3316,1900,1145,84,186,1
3/16/19 23:00,3221,1941,841,85,353,1
3/17/19 0:00,3133,1954,711,13,455,0
3/17/19 1:00,3044,1900,555,0,589,0
3/17/19 2:00,3299,1902,571,0,826,0
3/17/19 3:00,3322,1752,408,0,1162,0
3/17/19 4:00,3333,1615,424,0,1294,0
3/17/19 5:00,3398,1611,457,0,1330,0
3/17/19 6:00,3596,1770,498,0,1328,0
3/17/19 7:00,3752,1872,556,0,1324,0
3/17/19 8:00,3659,1905,644,10,1061,39
3/17/19 9:00,3594,2001,718,8,614,253
3/17/19 10:00,3565,2018,716,10,444,377
3/17/19 11:00,3483,2001,690,7,404,381
3/17/19 12:00,3424,1915,564,9,558,378
3/17/19 13:00,3262,1688,348,8,842,376
3/17/19 14:00,3258,1585,348,7,944,374
3/17/19 15:00,3259,1585,345,8,948,373
3/17/19 16:00,3256,1582,346,8,943,377
3/17/19 17:00,3303,1584,350,8,991,370
3/17/19 18:00,3495,1761,434,9,1005,286
3/17/19 19:00,3541,1872,692,57,852,68
3/17/19 20:00,3831,1995,796,85,955,0
3/17/19 21:00,3982,2014,782,85,1101,0
3/17/19 22:00,3768,1955,695,48,1070,0
3/17/19 23:00,3410,1794,538,7,1071,0
3/18/19 0:00,3326,1766,564,0,996,0
3/18/19 1:00,3411,1770,544,0,1097,0
3/18/19 2:00,3305,1693,575,0,1037,0
3/18/19 3:00,3315,1685,717,0,913,0
3/18/19 4:00,3282,1886,706,1,689,0
3/18/19 5:00,3410,1994,741,7,668,0
3/18/19 6:00,3532,2033,812,24,663,0
3/18/19 7:00,3749,2026,919,102,702,0
3/18/19 8:00,4044,2025,1008,86,889,36
3/18/19 9:00,4101,2027,921,83,837,233
3/18/19 10:00,4255,2022,671,77,1138,347
3/18/19 11:00,4230,1891,531,0,1450,358
3/18/19 12:00,4097,1730,419,0,1583,365
3/18/19 13:00,4033,1646,372,0,1687,328
3/18/19 14:00,3867,1614,415,0,1519,319
3/18/19 15:00,3740,1627,492,0,1291,330
3/18/19 16:00,3844,1796,592,0,1176,280
3/18/19 17:00,3732,1997,581,9,872,273
3/18/19 18:00,3713,2041,857,65,532,218
3/18/19 19:00,3575,2040,1044,102,358,31
3/18/19 20:00,3674,2031,1208,130,305,0
3/18/19 21:00,3710,2031,1225,109,344,1
3/18/19 22:00,3620,2027,705,88,800,0
3/18/19 23:00,3299,1820,458,79,941,1
3/19/19 0:00,3171,1522,665,0,984,0
3/19/19 1:00,3146,1502,725,0,919,0
3/19/19 2:00,3184,1496,463,0,1225,0
3/19/19 3:00,3157,1449,354,0,1354,0
3/19/19 4:00,3177,1436,388,0,1353,0
3/19/19 5:00,3398,1516,364,0,1518,0
3/19/19 6:00,3669,1592,364,0,1713,0
3/19/19 7:00,4020,1694,406,0,1919,1
3/19/19 8:00,4176,1800,363,8,1993,12
3/19/19 9:00,4190,1827,335,11,1896,121
3/19/19 10:00,3927,1680,281,9,1737,220
3/19/19 11:00,3776,1642,281,8,1611,234
3/19/19 12:00,3730,1619,286,9,1555,261
3/19/19 13:00,3779,1595,285,9,1632,258
3/19/19 14:00,3767,1607,281,9,1582,288
3/19/19 15:00,3521,1606,305,10,1334,266
3/19/19 16:00,3514,1611,289,8,1375,231
3/19/19 17:00,3418,1613,295,8,1291,211
3/19/19 18:00,3530,1616,295,8,1421,190
3/19/19 19:00,3761,1902,350,9,1466,34
3/19/19 20:00,3999,2126,649,41,1183,0
3/19/19 21:00,3887,2177,779,86,845,0
3/19/19 22:00,3660,2208,807,87,558,0
3/19/19 23:00,3566,2238,822,126,380,0
3/20/19 0:00,3372,2238,730,97,307,0
3/20/19 1:00,3308,2244,688,0,376,0
3/20/19 2:00,3262,2220,487,0,555,0
3/20/19 3:00,3314,2156,424,0,734,0
3/20/19 4:00,3381,2053,301,0,1027,0
3/20/19 5:00,3491,1893,370,0,1228,0
3/20/19 6:00,3705,2066,330,0,1309,0
3/20/19 7:00,3940,2081,345,8,1506,0
3/20/19 8:00,4069,2043,316,9,1655,46
3/20/19 9:00,4025,1827,281,10,1637,270
3/20/19 10:00,3991,1707,344,9,1560,371
3/20/19 11:00,3742,1631,420,10,1327,354
3/20/19 12:00,3590,1612,334,9,1333,302
3/20/19 13:00,3615,1604,294,10,1348,359
3/20/19 14:00,3623,1598,298,10,1434,283
3/20/19 15:00,3644,1678,403,6,1183,374
3/20/19 16:00,3744,2014,430,10,915,375
3/20/19 17:00,3727,2072,518,9,757,371
3/20/19 18:00,3672,2122,656,14,587,293
3/20/19 19:00,3650,2218,857,85,418,72
3/20/19 20:00,3667,2229,1024,131,283,0
3/20/19 21:00,3765,2229,1103,131,302,0
3/20/19 22:00,3608,2234,1097,103,174,0
3/20/19 23:00,3410,2227,1094,32,57,0
3/21/19 0:00,3255,2225,1013,0,17,0
3/21/19 1:00,3163,2234,929,0,0,0
3/21/19 2:00,3180,2241,939,0,0,0
3/21/19 3:00,3173,2244,925,0,4,0
3/21/19 4:00,3213,2240,903,0,70,0
3/21/19 5:00,3436,2246,913,0,277,0
3/21/19 6:00,3606,2233,825,8,540,0
3/21/19 7:00,3930,2233,1059,50,588,0
3/21/19 8:00,4074,2220,1289,86,445,34
3/21/19 9:00,4053,2219,1125,86,456,167
3/21/19 10:00,3890,2240,935,85,396,234
3/21/19 11:00,3960,2240,782,84,599,255
3/21/19 12:00,4091,2222,650,87,910,222
3/21/19 13:00,3990,2167,497,86,1014,226
3/21/19 14:00,3898,1963,353,16,1318,248
3/21/19 15:00,3831,1660,286,10,1636,239
3/21/19 16:00,3838,1648,273,9,1666,242
3/21/19 17:00,3914,1640,293,10,1743,228
3/21/19 18:00,3928,1710,290,8,1786,134
3/21/19 19:00,3906,1784,328,9,1754,31
3/21/19 20:00,4008,1723,297,9,1979,0
3/21/19 21:00,4032,1687,301,8,2036,0
3/21/19 22:00,3817,1480,263,10,2063,1
3/21/19 23:00,3553,1453,260,8,1832,0
3/22/19 0:00,3215,1431,260,9,1515,0
3/22/19 1:00,4749,2234,929,0,1586,0
3/22/19 2:00,4832,2241,939,0,1652,0
3/22/19 3:00,4630,2244,925,0,1461,0
3/22/19 4:00,4443,2240,903,0,1300,0
3/22/19 5:00,4696,2246,913,0,1537,0
3/22/19 6:00,4583,2233,825,8,1517,0
3/22/19 7:00,4780,2233,1059,50,1438,0
3/22/19 8:00,4785,2220,1289,86,1156,34
3/22/19 9:00,4779,2219,1125,86,1182,167
3/22/19 10:00,4662,2240,935,85,1168,234
3/22/19 11:00,4698,2240,782,84,1337,255
3/22/19 12:00,4663,2222,650,87,1482,222
3/22/19 13:00,4684,2167,497,86,1708,226
3/22/19 14:00,4419,1963,353,16,1839,248
3/22/19 15:00,4129,1660,286,10,1934,239
3/22/19 16:00,4323,1648,273,9,2151,242
3/22/19 17:00,4304,1640,293,10,2133,228
3/22/19 18:00,3909,1710,290,8,1767,134
3/22/19 19:00,3036,1784,328,9,884,31
3/22/19 20:00,3029,1723,297,9,1000,0
3/22/19 21:00,3012,1687,301,8,1016,0
3/22/19 22:00,2798,1480,263,10,1044,1
3/22/19 23:00,3247,1453,260,8,1526,0
3/23/19 0:00,3137,1431,260,9,1437,0
3/23/19 1:00,3241,1285,283,0,1673,0
3/23/19 2:00,3189,1233,347,0,1609,0
3/23/19 3:00,2949,1225,349,0,1375,0
3/23/19 4:00,2905,1244,354,0,1307,0
3/23/19 5:00,3068,1296,489,0,1283,0
3/23/19 6:00,3270,1416,580,0,1274,0
3/23/19 7:00,3403,1493,608,8,1294,0
3/23/19 8:00,3600,1614,676,9,1275,26
3/23/19 9:00,3741,1655,705,10,1231,140
3/23/19 10:00,3667,1625,721,9,1129,183
3/23/19 11:00,3585,1584,687,8,1095,211
3/23/19 12:00,3550,1569,610,9,1132,230
3/23/19 13:00,3425,1636,503,9,1031,246
3/23/19 14:00,3534,1563,359,11,1369,232
3/23/19 15:00,3513,1341,351,10,1531,280
3/23/19 16:00,3478,1347,352,9,1584,186
3/23/19 17:00,3550,1351,354,9,1655,181
3/23/19 18:00,3673,1393,368,9,1758,145
3/23/19 19:00,3587,1389,413,10,1730,45
3/23/19 20:00,3732,1501,558,8,1663,2
3/23/19 21:00,3900,1729,657,55,1459,0
3/23/19 22:00,3770,1727,563,86,1394,0
3/23/19 23:00,3458,1725,578,87,1068,0
3/24/19 0:00,3359,1731,760,87,781,0
3/24/19 1:00,3044,1735,653,58,598,0
3/24/19 2:00,2668,1681,705,60,222,0
3/24/19 3:00,2629,1680,670,46,232,1
3/24/19 4:00,2730,1682,743,9,296,0
3/24/19 5:00,2710,1690,820,11,189,0
3/24/19 6:00,2841,1692,1016,9,124,0
3/24/19 7:00,3013,1719,1215,9,70,0
3/24/19 8:00,3047,1723,1196,8,69,51
3/24/19 9:00,3165,1723,1166,9,1,266
3/24/19 10:00,3193,1679,1150,0,0,364
3/24/19 11:00,3177,1619,1186,0,0,372
3/24/19 12:00,3183,1616,1189,0,28,350
3/24/19 13:00,3189,1617,1159,0,66,347
3/24/19 14:00,3114,1610,1199,0,79,226
3/24/19 15:00,3125,1611,1196,9,75,234
3/24/19 16:00,3131,1613,1212,8,75,223
3/24/19 17:00,3208,1629,1261,9,108,201
3/24/19 18:00,3451,1744,1412,72,120,103
3/24/19 19:00,3472,1761,1329,86,238,58
3/24/19 20:00,3530,1754,1404,9,363,0
3/24/19 21:00,3606,1760,1473,9,364,0
3/24/19 22:00,3484,1758,1478,8,240,0
3/24/19 23:00,3253,1740,1317,30,166,0
3/25/19 0:00,3034,1686,944,68,336,0
3/25/19 1:00,2984,1664,956,0,364,0
3/25/19 2:00,3000,1698,928,0,374,0
3/25/19 3:00,2985,1704,965,0,316,0
3/25/19 4:00,3018,1702,1040,0,276,0
3/25/19 5:00,3200,1704,1194,0,302,0
3/25/19 6:00,3426,1732,1407,0,287,0
3/25/19 7:00,3812,1761,1688,42,321,0
3/25/19 8:00,3977,1760,1854,124,205,34
3/25/19 9:00,3972,1757,1750,120,208,137
3/25/19 10:00,3720,1759,1374,38,298,251
3/25/19 11:00,3451,1759,1132,8,210,342
3/25/19 12:00,3283,1765,896,8,250,364
3/25/19 13:00,3363,1759,640,0,597,367
3/25/19 14:00,3411,1736,570,0,746,359
3/25/19 15:00,3496,1736,740,0,666,354
3/25/19 16:00,3410,1733,697,0,614,366
3/25/19 17:00,3406,1727,636,0,680,363
3/25/19 18:00,3338,1730,593,8,723,284
3/25/19 19:00,3343,1751,913,28,570,81
3/25/19 20:00,3556,1757,1236,89,473,1
3/25/19 21:00,3604,1752,1394,93,365,0
3/25/19 22:00,3583,1756,1404,83,340,0
3/25/19 23:00,3359,1756,1139,83,381,0
3/26/19 0:00,3166,1759,805,51,551,0
3/26/19 1:00,3136,1687,748,0,701,0
3/26/19 2:00,3159,1655,602,0,901,1
3/26/19 3:00,3148,1591,398,0,1159,0
3/26/19 4:00,3274,1592,358,0,1324,0
3/26/19 5:00,3222,1596,371,0,1255,0
3/26/19 6:00,3363,1642,595,0,1126,0
3/26/19 7:00,3532,1647,722,9,1154,0
3/26/19 8:00,3576,1585,651,8,1280,52
3/26/19 9:00,3599,1590,492,9,1282,226
3/26/19 10:00,3642,1587,559,10,1139,347
3/26/19 11:00,3753,1585,743,9,1068,348
3/26/19 12:00,3718,1606,713,6,1046,347
3/26/19 13:00,3675,1631,747,10,931,356
3/26/19 14:00,3717,1625,582,10,1148,352
3/26/19 15:00,3673,1619,552,8,1174,320
3/26/19 16:00,3657,1627,505,9,1261,255
3/26/19 17:00,3603,1609,497,9,1272,216
3/26/19 18:00,3650,1601,589,8,1296,156
3/26/19 19:00,3632,1603,478,9,1511,31
3/26/19 20:00,3851,1608,495,39,1708,1
3/26/19 21:00,3879,1523,403,88,1865,0
3/26/19 22:00,3677,1337,355,82,1903,0
3/26/19 23:00,3382,1303,355,55,1669,0
3/27/19 0:00,3146,1342,392,9,1403,0
3/27/19 1:00,3138,1320,478,7,1333,0
3/27/19 2:00,3151,1337,491,0,1323,0
3/27/19 3:00,3139,1387,548,0,1204,0
3/27/19 4:00,3135,1474,500,0,1161,0
3/27/19 5:00,3126,1442,331,0,1353,0
3/27/19 6:00,3266,1488,430,10,1338,0
3/27/19 7:00,3547,1614,680,9,1244,0
3/27/19 8:00,3678,1628,789,7,1217,37
3/27/19 9:00,3837,1643,832,10,1118,234
3/27/19 10:00,3703,1701,924,9,771,298
3/27/19 11:00,3581,1758,971,9,502,341
3/27/19 12:00,3548,1756,1077,8,370,337
3/27/19 13:00,3551,1767,1173,10,266,335
3/27/19 14:00,3627,1763,1253,9,269,333
3/27/19 15:00,3739,1764,1221,10,394,350
3/27/19 16:00,3831,1735,1142,9,619,326
3/27/19 17:00,3894,1686,1020,27,896,265
3/27/19 18:00,3967,1684,897,87,1146,153
3/27/19 19:00,3973,1689,913,86,1256,29
3/27/19 20:00,4019,1652,772,84,1511,0
3/27/19 21:00,3748,1629,573,85,1461,0
3/27/19 22:00,3593,1536,432,88,1537,0
3/27/19 23:00,3305,1508,459,39,1299,0
3/28/19 0:00,3239,1508,484,0,1247,0
3/28/19 1:00,3058,1481,538,0,1039,0
3/28/19 2:00,2730,1443,554,0,733,0
3/28/19 3:00,2802,1540,677,0,585,0
3/28/19 4:00,3083,1571,717,0,795,0
3/28/19 5:00,3193,1605,746,0,842,0
3/28/19 6:00,3334,1678,951,0,704,1
3/28/19 7:00,3613,1749,1030,10,824,0
3/28/19 8:00,3785,1694,1023,10,994,64
3/28/19 9:00,3733,1580,1107,10,770,266
3/28/19 10:00,3596,1624,1105,10,501,356
3/28/19 11:00,3555,1668,1112,8,402,365
3/28/19 12:00,3510,1638,1038,8,470,356
3/28/19 13:00,3481,1575,1022,7,525,352
3/28/19 14:00,3561,1492,962,8,743,356
3/28/19 15:00,3720,1387,714,85,1202,332
3/28/19 16:00,3627,1343,456,88,1457,283
3/28/19 17:00,3570,1333,403,85,1509,240
3/28/19 18:00,3545,1334,523,10,1496,182
3/28/19 19:00,3454,1529,777,47,1054,47
3/28/19 20:00,3472,1749,964,97,661,1
3/28/19 21:00,3601,1762,1374,97,368,0
3/28/19 22:00,3442,1760,1277,58,347,0
3/28/19 23:00,3150,1756,1101,11,282,0
3/29/19 0:00,2951,1739,947,0,265,0
3/29/19 1:00,2882,1643,816,0,423,0
3/29/19 2:00,2843,1619,804,0,420,0
3/29/19 3:00,2823,1619,782,0,422,0
3/29/19 4:00,2816,1622,734,0,460,0
3/29/19 5:00,2896,1631,830,0,435,0
3/29/19 6:00,3139,1695,1045,0,398,1
3/29/19 7:00,3395,1764,1298,25,308,0
3/29/19 8:00,3592,1762,1431,92,285,22
3/29/19 9:00,3612,1759,1495,91,155,112
3/29/19 10:00,3683,1697,1632,90,104,160
3/29/19 11:00,3646,1517,1765,78,94,192
3/29/19 12:00,3669,1493,1855,12,59,250
3/29/19 13:00,3660,1493,1724,11,186,246
3/29/19 14:00,3591,1495,1644,11,191,250
