Date,Load,Coal,Gas,Hydro,Wind,Solar
1/1/19 0:00,4234,2109,688,8,1429,0
1/1/19 1:00,3983,2136,777,8,1062,0
1/1/19 2:00,3844,2150,899,7,788,0
1/1/19 3:00,3753,2158,946,8,641,0
1/1/19 4:00,3725,2262,1018,7,438,0
1/1/19 5:00,3646,2433,966,8,239,0
1/1/19 6:00,3481,2568,664,71,178,0
1/1/19 7:00,3397,2568,637,87,105,0
1/1/19 8:00,3345,2405,850,51,39,0
1/1/19 9:00,3385,2392,943,8,20,22
1/1/19 10:00,3551,2399,988,72,48,44
1/1/19 11:00,3617,2339,923,83,219,53
1/1/19 12:00,3629,2309,772,79,406,63
1/1/19 13:00,3738,2375,710,84,505,64
1/1/19 14:00,3719,2330,759,82,466,82
1/1/19 15:00,3668,2309,809,62,379,109
1/1/19 16:00,3629,2283,968,8,308,62
1/1/19 17:00,3926,2285,1107,16,514,4
1/1/19 18:00,4429,2366,1340,81,642,0
1/1/19 19:00,4470,2481,1208,46,735,0
1/1/19 20:00,4454,2520,1209,0,725,0
1/1/19 21:00,4502,2541,1111,0,850,0
1/1/19 22:00,4285,2486,929,0,870,0
1/1/19 23:00,3911,2478,661,0,771,1
1/2/19 0:00,3786,2462,595,0,729,0
1/2/19 1:00,3642,2451,537,0,654,0
1/2/19 2:00,3539,2335,590,0,614,0
1/2/19 3:00,3572,2285,618,0,669,0
1/2/19 4:00,3607,2302,574,0,731,0
1/2/19 5:00,3635,2291,582,0,762,0
1/2/19 6:00,3800,2397,609,0,794,0
1/2/19 7:00,3940,2449,613,1,877,0
1/2/19 8:00,3968,2488,629,7,842,2
1/2/19 9:00,3970,2664,677,4,559,66
1/2/19 10:00,3956,2765,788,5,255,143
1/2/19 11:00,3958,2780,915,5,80,178
1/2/19 12:00,3864,2758,845,4,60,197
1/2/19 13:00,3788,2736,787,4,51,210
1/2/19 14:00,3690,2690,680,6,100,214
1/2/19 15:00,3646,2687,610,4,125,220
1/2/19 16:00,3625,2610,710,5,155,145
1/2/19 17:00,3844,2675,913,63,175,18
1/2/19 18:00,4357,2709,1257,88,303,0
1/2/19 19:00,4407,2707,1127,86,487,0
1/2/19 20:00,4362,2805,870,88,599,0
1/2/19 21:00,4142,2774,770,86,512,0
1/2/19 22:00,3820,2772,750,88,210,0
1/2/19 23:00,3626,2761,592,85,188,0
1/3/19 0:00,3314,2702,324,23,265,0
1/3/19 1:00,3134,2716,193,0,225,0
1/3/19 2:00,3053,2733,138,0,182,0
1/3/19 3:00,3033,2721,137,0,175,0
1/3/19 4:00,3055,2740,139,0,176,0
1/3/19 5:00,3120,2605,136,0,379,0
1/3/19 6:00,3241,2601,144,0,496,0
1/3/19 7:00,3541,2798,256,0,487,0
1/3/19 8:00,3806,2842,466,83,405,10
1/3/19 9:00,3822,2875,450,83,299,115
1/3/19 10:00,3908,2858,408,81,367,194
1/3/19 11:00,3816,2789,381,80,358,208
1/3/19 12:00,3798,2807,460,79,242,210
1/3/19 13:00,3729,2809,434,54,225,207
1/3/19 14:00,3657,2802,326,4,318,207
1/3/19 15:00,3642,2761,297,4,367,213
1/3/19 16:00,3630,2794,402,4,281,149
1/3/19 17:00,3793,2869,551,4,350,19
1/3/19 18:00,4412,2876,903,53,580,0
1/3/19 19:00,4613,2876,915,36,786,0
1/3/19 20:00,4456,2878,758,3,817,0
1/3/19 21:00,4249,2875,685,4,685,0
1/3/19 22:00,4025,2794,576,0,655,0
1/3/19 23:00,3703,2772,297,0,634,0
1/4/19 0:00,3463,2662,162,0,639,0
1/4/19 1:00,3340,2477,162,0,701,0
1/4/19 2:00,3219,2277,144,0,798,0
1/4/19 3:00,3148,2081,164,0,903,0
1/4/19 4:00,3211,2102,169,0,940,0
1/4/19 5:00,3353,2208,189,0,956,0
1/4/19 6:00,3587,2325,264,0,998,0
1/4/19 7:00,3890,2470,371,4,1045,0
1/4/19 8:00,4156,2636,552,5,955,8
1/4/19 9:00,4225,2640,588,3,863,131
1/4/19 10:00,4190,2731,557,4,693,205
1/4/19 11:00,4074,2704,589,3,573,205
1/4/19 12:00,3994,2643,591,5,543,212
1/4/19 13:00,3904,2660,593,5,441,205
1/4/19 14:00,3803,2658,594,2,340,209
1/4/19 15:00,3696,2634,578,2,264,218
1/4/19 16:00,3568,2617,580,5,213,153
1/4/19 17:00,3707,2736,598,35,318,20
1/4/19 18:00,4132,2867,636,82,547,0
1/4/19 19:00,4228,2825,590,79,734,0
1/4/19 20:00,4379,2771,725,80,803,0
1/4/19 21:00,4442,2779,614,80,969,0
1/4/19 22:00,4358,2757,423,64,1114,0
1/4/19 23:00,4206,2406,423,0,1377,0
1/5/19 0:00,4030,2148,387,0,1495,0
1/5/19 1:00,3877,2199,492,0,1186,0
1/5/19 2:00,3743,2320,672,0,751,0
1/5/19 3:00,3714,2521,652,0,541,0
1/5/19 4:00,3648,2497,647,0,504,0
1/5/19 5:00,3561,2523,667,0,371,0
1/5/19 6:00,3597,2597,642,6,352,0
1/5/19 7:00,3567,2652,615,4,295,1
1/5/19 8:00,3686,2703,619,6,349,9
1/5/19 9:00,3828,2707,617,5,385,114
1/5/19 10:00,3773,2641,623,7,310,192
1/5/19 11:00,3652,2622,585,5,228,212
1/5/19 12:00,3639,2622,585,5,213,214
1/5/19 13:00,3592,2620,585,4,185,198
1/5/19 14:00,3472,2624,581,5,102,160
1/5/19 15:00,3437,2623,585,6,112,111
1/5/19 16:00,3535,2649,630,67,140,49
1/5/19 17:00,3727,2755,631,86,242,13
1/5/19 18:00,4025,2839,691,80,415,0
1/5/19 19:00,4089,2755,613,82,639,0
1/5/19 20:00,3651,2030,760,91,770,0
1/5/19 21:00,3640,2052,879,81,628,0
1/5/19 22:00,3324,2096,915,81,232,0
1/5/19 23:00,3142,2100,833,79,130,0
1/6/19 0:00,2809,2035,599,80,95,0
1/6/19 1:00,2663,1937,580,28,118,0
1/6/19 2:00,2734,1964,623,6,141,0
1/6/19 3:00,2807,1943,622,5,237,0
1/6/19 4:00,2972,1973,556,6,437,0
1/6/19 5:00,3043,2057,518,5,463,0
1/6/19 6:00,3117,2117,403,6,591,0
1/6/19 7:00,3213,2217,577,6,413,0
1/6/19 8:00,3466,2348,598,7,510,3
1/6/19 9:00,3600,2344,543,8,601,104
1/6/19 10:00,3570,2412,458,5,575,120
1/6/19 11:00,3554,2223,616,6,515,194
1/6/19 12:00,3527,2269,626,6,467,159
1/6/19 13:00,3610,2299,625,6,555,125
1/6/19 14:00,3609,2344,595,8,540,122
1/6/19 15:00,3484,2397,588,7,362,130
1/6/19 16:00,3459,2393,573,5,375,113
1/6/19 17:00,3815,2426,589,6,770,24
1/6/19 18:00,4022,2530,613,70,809,0
1/6/19 19:00,4131,2566,539,34,992,0
1/6/19 20:00,3880,2156,373,6,1345,0
1/6/19 21:00,3801,1907,376,0,1518,0
1/6/19 22:00,3770,1813,281,0,1676,0
1/6/19 23:00,3655,1808,286,0,1561,0
1/7/19 0:00,3631,1804,243,0,1584,0
1/7/19 1:00,3544,1807,244,0,1493,0
1/7/19 2:00,3448,1745,256,0,1447,0
1/7/19 3:00,3349,1726,235,0,1388,0
1/7/19 4:00,3353,1823,253,0,1277,0
1/7/19 5:00,3446,2105,247,0,1094,0
1/7/19 6:00,3661,2424,392,0,845,0
1/7/19 7:00,3872,2697,545,0,630,0
1/7/19 8:00,4144,2823,606,80,623,12
1/7/19 9:00,4504,2867,820,101,581,135
1/7/19 10:00,4557,2836,843,82,533,263
1/7/19 11:00,4578,2772,694,81,766,265
1/7/19 12:00,4573,2665,479,80,1097,252
1/7/19 13:00,4370,2342,284,59,1480,205
1/7/19 14:00,4020,2057,285,6,1516,156
1/7/19 15:00,3884,2072,324,7,1326,155
1/7/19 16:00,4029,2110,299,8,1490,122
1/7/19 17:00,4185,2107,461,7,1583,27
1/7/19 18:00,4684,2488,635,7,1554,0
1/7/19 19:00,4886,2753,557,79,1497,0
1/7/19 20:00,4702,2747,464,59,1432,0
1/7/19 21:00,4506,2481,313,8,1704,0
1/7/19 22:00,4091,2238,295,0,1558,0
1/7/19 23:00,3853,2053,288,0,1512,0
1/8/19 0:00,3504,1931,243,0,1330,0
1/8/19 1:00,3362,1909,234,0,1219,0
1/8/19 2:00,3264,1894,236,0,1134,0
1/8/19 3:00,3284,1893,231,0,1160,0
1/8/19 4:00,3325,1946,237,0,1142,0
1/8/19 5:00,3345,2014,252,0,1079,0
1/8/19 6:00,3693,2337,369,0,987,0
1/8/19 7:00,4115,2604,612,0,899,0
1/8/19 8:00,4384,2764,686,81,839,14
1/8/19 9:00,4496,2846,689,83,722,156
1/8/19 10:00,4516,2857,568,83,740,268
1/8/19 11:00,4433,2793,452,23,897,268
1/8/19 12:00,4300,2511,426,7,1099,257
1/8/19 13:00,4280,2486,410,9,1126,249
1/8/19 14:00,4278,2420,415,9,1172,262
1/8/19 15:00,4291,2469,474,8,1074,266
1/8/19 16:00,4365,2573,694,8,905,185
1/8/19 17:00,4425,2710,759,46,885,25
1/8/19 18:00,4811,2881,814,81,1035,0
1/8/19 19:00,4926,2897,834,84,1111,0
1/8/19 20:00,4835,2886,812,83,1054,0
1/8/19 21:00,4594,2794,564,84,1152,0
1/8/19 22:00,4316,2668,368,0,1280,0
1/8/19 23:00,4083,2400,436,0,1247,0
1/9/19 0:00,3774,2267,363,0,1144,0
1/9/19 1:00,3603,2278,374,0,951,0
1/9/19 2:00,3610,2402,500,0,708,0
1/9/19 3:00,3590,2512,535,0,543,0
1/9/19 4:00,3608,2604,436,0,568,0
1/9/19 5:00,3637,2611,498,0,528,0
1/9/19 6:00,3910,2679,594,0,637,0
1/9/19 7:00,4141,2854,615,8,664,0
1/9/19 8:00,4409,2891,665,6,840,7
1/9/19 9:00,4603,2878,681,8,965,71
1/9/19 10:00,4463,2808,601,6,915,133
1/9/19 11:00,4375,2803,485,7,913,167
1/9/19 12:00,4175,2553,370,7,1076,169
1/9/19 13:00,4036,2373,401,8,1090,164
1/9/19 14:00,3902,2520,472,7,760,143
1/9/19 15:00,4062,2575,634,8,756,89
1/9/19 16:00,4259,2618,690,8,899,44
1/9/19 17:00,4432,2695,691,7,1025,14
1/9/19 18:00,4794,2810,736,6,1242,0
1/9/19 19:00,4499,2855,680,7,957,0
1/9/19 20:00,4302,2861,867,8,566,0
1/9/19 21:00,4125,2868,813,7,437,0
1/9/19 22:00,4004,2868,725,9,401,1
1/9/19 23:00,3750,2855,552,8,335,0
1/10/19 0:00,3847,2854,586,6,401,0
1/10/19 1:00,3607,2664,453,6,484,0
1/10/19 2:00,3496,2566,367,8,555,0
1/10/19 3:00,3425,2556,451,8,410,0
1/10/19 4:00,3372,2555,527,7,283,0
1/10/19 5:00,3456,2567,586,6,297,0
1/10/19 6:00,3610,2685,593,8,324,0
1/10/19 7:00,4031,2729,910,36,356,0
1/10/19 8:00,4260,2825,1035,69,319,12
1/10/19 9:00,4265,2815,1009,8,323,110
1/10/19 10:00,4311,2789,1014,5,299,204
1/10/19 11:00,4313,2794,1012,7,258,242
1/10/19 12:00,4225,2754,945,6,289,231
1/10/19 13:00,4163,2701,964,7,271,220
1/10/19 14:00,4153,2658,1004,7,308,176
1/10/19 15:00,4141,2585,1076,7,367,106
1/10/19 16:00,4191,2486,1092,51,503,59
1/10/19 17:00,4388,2404,1253,83,639,9
1/10/19 18:00,4725,2438,1408,82,797,0
1/10/19 19:00,4714,2444,1336,82,852,0
1/10/19 20:00,4563,2439,1312,83,729,0
1/10/19 21:00,4372,2445,1356,83,488,0
1/10/19 22:00,4094,2443,1303,102,246,0
1/10/19 23:00,3844,2400,1227,136,81,0
1/11/19 0:00,3484,2350,887,142,105,0
1/11/19 1:00,3366,2351,689,128,198,0
1/11/19 2:00,3213,2282,570,1,360,0
1/11/19 3:00,3204,2044,547,0,613,0
1/11/19 4:00,3270,2103,617,0,550,0
1/11/19 5:00,3534,2116,415,0,1003,0
1/11/19 6:00,3679,2059,304,0,1316,0
1/11/19 7:00,4068,2216,353,0,1499,0
1/11/19 8:00,4425,2294,493,0,1638,0
1/11/19 9:00,4545,2299,483,0,1761,2
1/11/19 10:00,4507,2218,443,0,1834,12
1/11/19 11:00,4499,2146,390,0,1928,35
1/11/19 12:00,4503,2084,297,0,2070,52
1/11/19 13:00,4552,1985,289,0,2221,57
1/11/19 14:00,4601,2005,287,0,2249,60
1/11/19 15:00,4654,2042,288,0,2276,48
1/11/19 16:00,4497,1896,298,0,2276,27
1/11/19 17:00,4585,2046,299,47,2188,5
1/11/19 18:00,4816,2303,322,83,2108,0
1/11/19 19:00,4794,2255,289,85,2165,0
1/11/19 20:00,4664,2212,287,85,2080,0
1/11/19 21:00,4522,2157,287,83,1995,0
1/11/19 22:00,4398,2077,287,79,1955,0
1/11/19 23:00,4185,1973,287,0,1925,0
1/12/19 0:00,3910,1818,258,0,1834,0
1/12/19 1:00,3633,1726,231,0,1675,1
1/12/19 2:00,3403,1687,235,0,1481,0
1/12/19 3:00,3202,1652,235,0,1315,0
1/12/19 4:00,3149,1697,238,0,1214,0
1/12/19 5:00,3112,1782,237,0,1093,0
1/12/19 6:00,3227,1752,240,7,1228,0
1/12/19 7:00,3353,1954,317,9,1073,0
1/12/19 8:00,3456,2260,405,8,780,3
1/12/19 9:00,3635,2369,576,11,655,24
1/12/19 10:00,3536,2319,655,72,432,58
1/12/19 11:00,3457,2362,662,8,329,96
1/12/19 12:00,3532,2342,650,8,388,144
1/12/19 13:00,3505,2270,662,7,413,153
1/12/19 14:00,3389,2256,661,7,294,171
1/12/19 15:00,3255,2273,623,8,213,138
1/12/19 16:00,3213,2380,603,37,104,89
1/12/19 17:00,3412,2482,775,84,50,21
1/12/19 18:00,3738,2552,1063,81,42,0
1/12/19 19:00,3853,2561,1162,84,46,0
1/12/19 20:00,3817,2565,1097,81,74,0
1/12/19 21:00,3758,2567,1039,85,67,0
1/12/19 22:00,3613,2563,922,84,44,0
1/12/19 23:00,3375,2526,705,82,62,0
1/13/19 0:00,3260,2471,672,22,95,0
1/13/19 1:00,3132,2458,573,0,101,0
1/13/19 2:00,3036,2368,612,0,56,0
1/13/19 3:00,2944,2261,621,0,62,0
1/13/19 4:00,3030,2253,666,0,111,0
1/13/19 5:00,3111,2243,715,0,153,0
1/13/19 6:00,3113,2268,736,0,109,0
1/13/19 7:00,3242,2446,702,0,94,0
1/13/19 8:00,3334,2480,727,8,111,8
1/13/19 9:00,3485,2468,720,0,194,103
1/13/19 10:00,3507,2423,764,0,156,164
1/13/19 11:00,3422,2399,728,0,103,192
1/13/19 12:00,3390,2374,687,0,132,197
1/13/19 13:00,3352,2297,634,7,233,181
1/13/19 14:00,3390,2263,628,6,300,193
1/13/19 15:00,3326,2270,664,6,227,159
1/13/19 16:00,3277,2338,693,40,124,82
1/13/19 17:00,3467,2427,792,87,143,18
1/13/19 18:00,4069,2577,1093,87,312,0
1/13/19 19:00,4112,2589,1133,88,302,0
1/13/19 20:00,3984,2577,1044,88,275,0
1/13/19 21:00,3905,2532,967,86,320,0
1/13/19 22:00,3776,2495,845,88,348,0
1/13/19 23:00,3630,2403,791,22,414,0
1/14/19 0:00,3401,2269,715,0,417,0
1/14/19 1:00,3291,2261,743,0,287,0
1/14/19 2:00,3256,2248,739,0,269,0
1/14/19 3:00,3161,2208,719,0,234,0
1/14/19 4:00,3238,2204,720,0,314,0
1/14/19 5:00,3272,2106,717,0,449,0
1/14/19 6:00,3431,2175,798,0,458,0
1/14/19 7:00,3747,2339,905,0,503,0
1/14/19 8:00,3946,2498,939,6,492,11
1/14/19 9:00,3905,2494,806,6,502,97
1/14/19 10:00,3839,2442,835,6,373,183
1/14/19 11:00,3708,2464,831,4,199,210
1/14/19 12:00,3582,2438,807,7,131,199
1/14/19 13:00,3525,2469,694,5,138,219
1/14/19 14:00,3524,2453,647,6,167,251
1/14/19 15:00,3474,2395,665,6,177,231
1/14/19 16:00,3513,2453,678,5,201,176
1/14/19 17:00,3610,2659,642,6,273,30
1/14/19 18:00,3992,2695,949,76,272,0
1/14/19 19:00,4083,2683,1070,81,249,0
1/14/19 20:00,3977,2596,1038,80,263,0
1/14/19 21:00,3930,2600,976,81,273,0
1/14/19 22:00,3835,2603,907,80,245,0
1/14/19 23:00,3644,2576,785,44,239,0
1/15/19 0:00,3528,2541,686,0,301,0
1/15/19 1:00,3438,2453,671,0,314,0
1/15/19 2:00,3484,2436,672,0,376,0
1/15/19 3:00,3413,2424,624,0,365,0
1/15/19 4:00,3424,2443,622,0,359,0
1/15/19 5:00,3457,2473,674,0,310,0
1/15/19 6:00,3728,2584,771,0,373,0
1/15/19 7:00,4062,2719,882,51,410,0
1/15/19 8:00,4189,2783,1059,66,266,15
1/15/19 9:00,4255,2801,996,5,349,104
1/15/19 10:00,4025,2716,798,4,315,192
1/15/19 11:00,4008,2696,658,5,433,216
1/15/19 12:00,3899,2609,575,7,465,243
1/15/19 13:00,3798,2565,599,3,368,263
1/15/19 14:00,3798,2565,653,7,304,269
1/15/19 15:00,3804,2562,749,4,233,256
1/15/19 16:00,3694,2573,706,14,229,172
1/15/19 17:00,3625,2828,503,81,181,32
1/15/19 18:00,3972,2859,869,100,144,0
1/15/19 19:00,4022,2794,996,84,148,0
1/15/19 20:00,4017,2782,880,83,272,0
1/15/19 21:00,3981,2682,889,84,326,0
1/15/19 22:00,3953,2549,811,83,510,0
1/15/19 23:00,3705,2369,514,51,771,0
1/16/19 0:00,3548,2324,306,0,918,0
1/16/19 1:00,3570,2199,237,0,1134,0
1/16/19 2:00,3471,1974,243,0,1254,0
1/16/19 3:00,3384,1996,257,0,1131,0
1/16/19 4:00,3499,1982,260,0,1257,0
1/16/19 5:00,3504,1939,256,0,1309,0
1/16/19 6:00,3792,2105,267,0,1420,0
1/16/19 7:00,4154,2418,340,0,1396,0
1/16/19 8:00,4332,2637,483,0,1200,12
1/16/19 9:00,4272,2695,514,0,989,74
1/16/19 10:00,4093,2642,523,6,749,173
1/16/19 11:00,3868,2630,671,11,370,186
1/16/19 12:00,3860,2673,648,87,270,182
1/16/19 13:00,3832,2680,605,87,267,193
1/16/19 14:00,3815,2669,510,86,389,161
1/16/19 15:00,3687,2648,313,87,490,149
1/16/19 16:00,3798,2582,279,85,716,136
1/16/19 17:00,3776,2590,305,88,768,25
1/16/19 18:00,4119,2621,472,86,939,1
1/16/19 19:00,4222,2626,308,95,1193,0
1/16/19 20:00,4137,2579,307,84,1167,0
1/16/19 21:00,3999,2582,370,86,961,0
1/16/19 22:00,3842,2580,372,83,807,0
1/16/19 23:00,3474,2241,326,55,852,0
1/17/19 0:00,3301,2109,250,0,942,0
1/17/19 1:00,3339,1970,234,0,1135,0
1/17/19 2:00,3323,1900,264,0,1159,0
1/17/19 3:00,3311,1900,254,0,1157,0
1/17/19 4:00,3467,1902,232,0,1333,0
1/17/19 5:00,3582,2220,305,0,1057,0
1/17/19 6:00,3713,2580,430,0,703,0
1/17/19 7:00,3972,2732,633,0,607,0
1/17/19 8:00,4101,2822,671,0,596,12
1/17/19 9:00,4178,2829,569,0,662,118
1/17/19 10:00,4157,2793,449,0,696,219
1/17/19 11:00,4154,2705,318,0,901,230
1/17/19 12:00,4144,2495,319,0,1098,232
1/17/19 13:00,3908,2211,322,0,1229,146
1/17/19 14:00,3815,2054,339,8,1271,143
1/17/19 15:00,3873,1986,338,8,1407,134
1/17/19 16:00,3958,2038,335,8,1482,95
1/17/19 17:00,4254,2060,325,8,1819,42
1/17/19 18:00,4695,2279,336,36,2044,0
1/17/19 19:00,4770,2346,346,139,1939,0
1/17/19 20:00,4648,2472,385,141,1650,0
1/17/19 21:00,4447,2471,492,132,1352,0
1/17/19 22:00,4097,2380,334,61,1322,0
1/17/19 23:00,3879,2019,315,0,1545,0
1/18/19 0:00,3726,1907,292,0,1527,0
1/18/19 1:00,3605,1970,234,0,1401,0
1/18/19 2:00,3394,1900,264,0,1230,0
1/18/19 3:00,3103,1900,254,0,949,0
1/18/19 4:00,2960,1902,232,0,826,0
1/18/19 5:00,3165,2220,305,0,640,0
1/18/19 6:00,3626,2580,430,0,616,0
1/18/19 7:00,4315,2732,633,0,950,0
1/18/19 8:00,4546,2822,671,0,1041,12
1/18/19 9:00,4875,2829,569,0,1359,118
1/18/19 10:00,5343,2793,449,0,1882,219
1/18/19 11:00,5382,2705,318,0,2129,230
1/18/19 12:00,5270,2495,319,0,2224,232
1/18/19 13:00,4792,2211,322,0,2113,146
1/18/19 14:00,4676,2054,339,8,2132,143
1/18/19 15:00,4565,1986,338,8,2099,134
1/18/19 16:00,4452,2038,335,8,1976,95
1/18/19 17:00,4377,2060,325,8,1942,42
1/18/19 18:00,4713,2279,336,36,2062,0
1/18/19 19:00,4707,2346,346,139,1876,0
1/18/19 20:00,4772,2472,385,141,1774,0
1/18/19 21:00,4809,2471,492,132,1714,0
1/18/19 22:00,4436,2380,334,61,1661,0
1/18/19 23:00,3745,2019,315,0,1411,0
1/19/19 0:00,3611,1907,292,0,1412,0
1/19/19 1:00,3546,1611,496,0,1439,0
1/19/19 2:00,3479,1582,444,0,1453,0
1/19/19 3:00,3430,1586,421,0,1423,0
1/19/19 4:00,3459,1585,442,0,1432,0
1/19/19 5:00,3507,1590,444,0,1473,0
1/19/19 6:00,3538,1607,470,0,1461,0
1/19/19 7:00,3802,1704,519,0,1579,0
1/19/19 8:00,3935,2073,638,0,1200,24
1/19/19 9:00,3980,2275,732,0,776,197
1/19/19 10:00,3980,2388,784,0,504,304
1/19/19 11:00,3978,2460,763,0,462,293
1/19/19 12:00,3825,2355,541,0,651,278
1/19/19 13:00,3821,2331,489,7,728,266
1/19/19 14:00,3827,2216,463,6,876,266
1/19/19 15:00,3879,2168,421,7,1036,247
1/19/19 16:00,3708,2220,442,8,870,168
1/19/19 17:00,3776,2257,661,52,749,57
1/19/19 18:00,4347,2399,790,83,1075,0
1/19/19 19:00,4451,2448,793,85,1125,0
1/19/19 20:00,4158,2441,668,84,965,0
1/19/19 21:00,3866,2437,402,64,963,0
1/19/19 22:00,3861,2412,429,0,1020,0
1/19/19 23:00,3720,2298,623,0,799,0
1/20/19 0:00,3592,2045,447,0,1100,0
1/20/19 1:00,3288,1981,531,0,775,1
1/20/19 2:00,3270,2076,462,0,732,0
1/20/19 3:00,3132,1926,367,9,830,0
1/20/19 4:00,3070,1747,337,8,978,0
1/20/19 5:00,3030,1695,356,7,972,0
1/20/19 6:00,3029,1711,363,8,947,0
1/20/19 7:00,3081,1866,480,7,728,0
1/20/19 8:00,3226,2086,450,8,674,8
1/20/19 9:00,3407,2210,426,8,666,97
1/20/19 10:00,3473,2206,433,7,607,220
1/20/19 11:00,3409,2207,635,7,334,226
1/20/19 12:00,3293,2225,703,38,129,198
1/20/19 13:00,3213,2314,461,85,148,205
1/20/19 14:00,3238,2342,319,83,271,223
1/20/19 15:00,3302,2339,312,85,376,190
1/20/19 16:00,3345,2274,330,83,486,172
1/20/19 17:00,3530,2212,308,84,871,55
1/20/19 18:00,3776,2260,380,85,1051,0
1/20/19 19:00,4028,2130,308,50,1540,0
1/20/19 20:00,4053,1745,283,0,2025,0
1/20/19 21:00,3897,1685,289,0,1923,0
1/20/19 22:00,3684,1546,285,0,1853,0
1/20/19 23:00,3529,1471,283,0,1775,0
1/21/19 0:00,3527,1464,250,0,1813,0
1/21/19 1:00,3440,1471,243,0,1726,0
1/21/19 2:00,3408,1546,244,0,1618,0
1/21/19 3:00,3313,1639,247,0,1427,0
1/21/19 4:00,3184,1799,260,9,1116,0
1/21/19 5:00,3128,2020,410,7,691,0
1/21/19 6:00,3286,2245,610,37,394,0
1/21/19 7:00,3589,2492,809,85,203,0
1/21/19 8:00,3848,2497,992,86,264,9
1/21/19 9:00,3894,2467,951,84,240,152
1/21/19 10:00,3727,2416,745,90,186,290
1/21/19 11:00,3518,2370,491,94,286,277
1/21/19 12:00,3555,2278,349,107,544,277
1/21/19 13:00,3741,2272,335,98,777,259
1/21/19 14:00,3985,1998,278,44,1406,259
1/21/19 15:00,4053,2076,271,7,1442,257
1/21/19 16:00,4146,2127,380,6,1495,138
1/21/19 17:00,4322,2284,513,28,1460,37
1/21/19 18:00,4411,2458,695,116,1142,0
1/21/19 19:00,4314,2561,1010,86,656,1
1/21/19 20:00,4043,2578,777,82,606,0
1/21/19 21:00,3777,2507,459,85,726,0
1/21/19 22:00,3781,2027,428,82,1244,0
1/21/19 23:00,3640,1635,294,0,1711,0
1/22/19 0:00,3429,1495,276,0,1658,0
1/22/19 1:00,3389,1485,279,0,1625,0
1/22/19 2:00,3120,1492,265,0,1363,0
1/22/19 3:00,3160,1501,256,0,1403,0
1/22/19 4:00,3195,1498,258,0,1439,0
1/22/19 5:00,3323,1514,276,0,1533,0
1/22/19 6:00,3652,1609,255,0,1788,0
1/22/19 7:00,3916,1823,418,0,1675,0
1/22/19 8:00,4239,2128,633,0,1478,0
1/22/19 9:00,4329,2227,651,0,1427,24
1/22/19 10:00,4360,2318,645,0,1334,63
1/22/19 11:00,4273,2246,637,0,1289,101
1/22/19 12:00,4183,2178,397,0,1469,139
1/22/19 13:00,4124,2004,305,0,1661,154
1/22/19 14:00,4055,1764,304,0,1820,167
1/22/19 15:00,4026,1708,262,7,1850,199
1/22/19 16:00,3975,1717,279,6,1751,222
1/22/19 17:00,4189,1740,306,34,2053,56
1/22/19 18:00,4519,2067,521,82,1849,0
1/22/19 19:00,4611,2379,646,82,1504,0
1/22/19 20:00,4236,2478,627,84,1047,0
1/22/19 21:00,3914,2484,615,82,733,0
1/22/19 22:00,3765,2472,525,80,688,0
1/22/19 23:00,3605,2326,462,54,763,0
1/23/19 0:00,3307,2051,475,7,774,0
1/23/19 1:00,3259,1811,502,0,946,0
1/23/19 2:00,3308,1752,362,0,1194,0
1/23/19 3:00,3473,1712,235,0,1526,0
1/23/19 4:00,3586,1740,203,0,1643,0
1/23/19 5:00,3623,1828,214,0,1581,0
1/23/19 6:00,3979,1949,223,0,1807,0
1/23/19 7:00,4376,2392,393,0,1591,0
1/23/19 8:00,4423,2517,520,6,1360,20
1/23/19 9:00,4249,2492,511,7,1079,160
1/23/19 10:00,4105,2423,630,7,801,244
1/23/19 11:00,4063,2456,598,6,735,268
1/23/19 12:00,3905,2432,451,6,768,248
1/23/19 13:00,3938,2504,324,6,860,244
1/23/19 14:00,3801,2372,314,6,881,228
1/23/19 15:00,3827,2384,305,8,896,234
1/23/19 16:00,3777,2351,308,14,879,225
1/23/19 17:00,3866,2499,374,86,849,58
1/23/19 18:00,4178,2682,653,87,756,0
1/23/19 19:00,4339,2837,678,83,741,0
1/23/19 20:00,4224,2781,665,81,697,0
1/23/19 21:00,4238,2724,611,81,822,0
1/23/19 22:00,4119,2541,571,18,989,0
1/23/19 23:00,3602,2218,327,6,1051,0
1/24/19 0:00,3319,2199,272,6,842,0
1/24/19 1:00,3382,2212,260,0,910,0
1/24/19 2:00,3499,2197,259,0,1043,0
1/24/19 3:00,3365,2342,265,0,758,0
1/24/19 4:00,3289,2553,255,0,481,0
1/24/19 5:00,3408,2630,279,0,499,0
1/24/19 6:00,3653,2591,293,0,769,0
1/24/19 7:00,3651,2665,409,0,577,0
1/24/19 8:00,3920,2746,745,63,348,18
1/24/19 9:00,3990,2743,699,43,346,159
1/24/19 10:00,4524,2656,306,5,1306,251
1/24/19 11:00,4554,2587,349,6,1361,251
1/24/19 12:00,4106,2645,483,6,786,186
1/24/19 13:00,3920,2654,539,77,420,230
1/24/19 14:00,3750,2658,568,87,193,244
1/24/19 15:00,3738,2662,597,88,125,266
1/24/19 16:00,3739,2656,499,87,309,188
1/24/19 17:00,3955,2655,364,88,794,54
1/24/19 18:00,4716,2657,521,90,1448,0
1/24/19 19:00,4850,2667,634,84,1465,0
